2026-07-19 07:57:34 | INFO | supply_chain_delivery_app | logger.initialized path=/Users/aditikulkarni/Documents/Masters/AI-Projects/12-Thesis/0_supply_chain_capstone/sc_delivery_thesis_app/log/delivery_chat_run_20260719_075734.log
2026-07-19 07:57:34 | INFO | supply_chain_delivery_app | app.startup log_path=/Users/aditikulkarni/Documents/Masters/AI-Projects/12-Thesis/0_supply_chain_capstone/sc_delivery_thesis_app/log/delivery_chat_run_20260719_075734.log
2026-07-19 07:57:41 | INFO | supply_chain_delivery_app | request.received request_id=c889eefe56da pending=False has_orders_file=True message_len=237
2026-07-19 07:57:41 | INFO | supply_chain_delivery_app | request.confirmation request_id=c889eefe56da action=run_confirmed is_quick_action=True
2026-07-19 07:57:41 | INFO | supply_chain_delivery_app | run.started request_id=c889eefe56da query_len=883 has_orders_file=True
2026-07-19 07:58:33 | INFO | supply_chain_delivery_app | tool.call.started request_id=c889eefe56da tool=predict_delivery_delays_tool args={'request': 'Run delay prediction on the provided daily delivery orders file for the confirmed full workflow request....
2026-07-19 07:58:33 | INFO | supply_chain_delivery_app | tool.call.completed request_id=c889eefe56da tool=predict_delivery_delays_tool duration_ms=46534
2026-07-19 07:58:33 | INFO | supply_chain_delivery_app | predict.rows request_id=c889eefe56da source=tool_stream count=50
2026-07-19 07:59:03 | INFO | supply_chain_delivery_app | tool.call.started request_id=c889eefe56da tool=diagnose_delay_patterns args={'request': 'Run delay pattern and root cause diagnosis for the latest prediction output from the confirmed workflow.'}
2026-07-19 07:59:03 | INFO | supply_chain_delivery_app | tool.call.completed request_id=c889eefe56da tool=diagnose_delay_patterns duration_ms=28956
2026-07-19 07:59:33 | INFO | supply_chain_delivery_app | tool.call.started request_id=c889eefe56da tool=delay_simulations_tool args={'request': 'Run a delay simulation for stormy weather in the east region using the latest prediction output. Apply s...
2026-07-19 07:59:33 | INFO | supply_chain_delivery_app | tool.call.completed request_id=c889eefe56da tool=delay_simulations_tool duration_ms=28460
2026-07-19 07:59:36 | INFO | supply_chain_delivery_app | tool.recommend_actions.started
2026-07-19 07:59:36 | INFO | supply_chain_delivery_app | tool.recommend_actions.data dims_compared=6 hist_high_risk=10 daily_high_risk=10 severity_hotspots=5 hist_top_dims=6 daily_top_dims=6 output_chars=3666
2026-07-19 07:59:40 | INFO | supply_chain_delivery_app | rag.retrieve.started input_len=3666 rerank_top_n=8
2026-07-19 07:59:43 | INFO | supply_chain_delivery_app | rag.collection.load.started
2026-07-19 07:59:43 | INFO | supply_chain_delivery_app | rag.collection.load.completed duration_ms=114 count=73
2026-07-19 07:59:43 | INFO | supply_chain_delivery_app | rag.retrieve.hybrid_prefilter candidates=12
