2026-07-18 12:35:59 | INFO | supply_chain_delivery_app | logger.initialized path=/Users/aditikulkarni/Documents/Masters/AI-Projects/12-Thesis/0_supply_chain_capstone/supply_chain_delivery_app/log/delivery_chat_run_20260718_123559.log
2026-07-18 12:35:59 | INFO | supply_chain_delivery_app | app.startup log_path=/Users/aditikulkarni/Documents/Masters/AI-Projects/12-Thesis/0_supply_chain_capstone/supply_chain_delivery_app/log/delivery_chat_run_20260718_123559.log
2026-07-18 12:36:12 | INFO | supply_chain_delivery_app | request.received request_id=8dbc6c5d8ddd pending=False has_orders_file=True message_len=237
2026-07-18 12:36:12 | INFO | supply_chain_delivery_app | request.confirmation request_id=8dbc6c5d8ddd action=run_confirmed is_quick_action=True
2026-07-18 12:36:12 | INFO | supply_chain_delivery_app | run.started request_id=8dbc6c5d8ddd query_len=883 has_orders_file=True
2026-07-18 12:36:14 | INFO | supply_chain_delivery_app | agent.updated request_id=8dbc6c5d8ddd agent=Supply Chain Last-Mile Delivery Optimization Expert Agent
2026-07-18 12:36:16 | INFO | supply_chain_delivery_app | tool.call.started request_id=8dbc6c5d8ddd tool=predict_delivery_delays_tool args=(input=Run delay prediction on the input orders data at /private/var/folders/ch/ytl5...)
2026-07-18 12:36:16 | INFO | supply_chain_delivery_app | llm.usage request_id=8dbc6c5d8ddd model=gpt-5.4-2026-03-05 prompt_tokens=5162 completion_tokens=107 total_tokens=5269
2026-07-18 12:37:03 | INFO | supply_chain_delivery_app | tool.call.completed request_id=8dbc6c5d8ddd tool=predict_delivery_delays_tool duration_ms=46784
2026-07-18 12:37:03 | INFO | supply_chain_delivery_app | predict.rows request_id=8dbc6c5d8ddd source=tool_stream count=50
2026-07-18 12:37:04 | INFO | supply_chain_delivery_app | tool.call.started request_id=8dbc6c5d8ddd tool=diagnose_delay_patterns args=(input=Run delay patterns and root cause diagnosis using the fresh prediction output...)
2026-07-18 12:37:04 | INFO | supply_chain_delivery_app | llm.usage request_id=8dbc6c5d8ddd model=gpt-5.4-2026-03-05 prompt_tokens=10221 completion_tokens=37 total_tokens=10258
2026-07-18 12:37:32 | INFO | supply_chain_delivery_app | tool.call.completed request_id=8dbc6c5d8ddd tool=diagnose_delay_patterns duration_ms=28146
2026-07-18 12:37:34 | INFO | supply_chain_delivery_app | tool.call.started request_id=8dbc6c5d8ddd tool=delay_simulations_tool args=(input=Simulate delays for weather_condition=stormy and region=east using the curren...)
2026-07-18 12:37:34 | INFO | supply_chain_delivery_app | llm.usage request_id=8dbc6c5d8ddd model=gpt-5.4-2026-03-05 prompt_tokens=15351 completion_tokens=39 total_tokens=15390
2026-07-18 12:38:03 | INFO | supply_chain_delivery_app | tool.call.completed request_id=8dbc6c5d8ddd tool=delay_simulations_tool duration_ms=29231
2026-07-18 12:38:04 | INFO | supply_chain_delivery_app | tool.call.started request_id=8dbc6c5d8ddd tool=recommendation_tool args=(input=Generate optimization recommendations using the fresh prediction and diagnosi...)
2026-07-18 12:38:04 | INFO | supply_chain_delivery_app | llm.usage request_id=8dbc6c5d8ddd model=gpt-5.4-2026-03-05 prompt_tokens=19693 completion_tokens=34 total_tokens=19727
2026-07-18 12:38:05 | INFO | supply_chain_delivery_app | tool.recommend_actions.started
2026-07-18 12:38:05 | INFO | supply_chain_delivery_app | tool.recommend_actions.data dims_compared=6 hist_high_risk=10 daily_high_risk=10 severity_hotspots=5 hist_top_dims=6 daily_top_dims=6 output_chars=3666
2026-07-18 12:38:09 | INFO | supply_chain_delivery_app | rag.retrieve.started input_len=3666 rerank_top_n=8
2026-07-18 12:38:10 | INFO | supply_chain_delivery_app | rag.collection.load.started
2026-07-18 12:38:10 | INFO | supply_chain_delivery_app | rag.collection.load.completed duration_ms=68 count=73
2026-07-18 12:38:10 | INFO | supply_chain_delivery_app | rag.retrieve.hybrid_prefilter candidates=12
2026-07-18 12:38:10 | INFO | supply_chain_delivery_app | rag.cross_encoder.load model=cross-encoder/ms-marco-MiniLM-L-6-v2
2026-07-18 12:38:18 | INFO | supply_chain_delivery_app | rag.cross_encoder.ready
2026-07-18 12:38:19 | INFO | supply_chain_delivery_app | rag.retrieve.cross_encoder_rerank returned=8
2026-07-18 12:38:19 | INFO | supply_chain_delivery_app | rag.retrieve.completed duration_ms=9351 retrieved=15 returned=8
2026-07-18 12:38:19 | INFO | supply_chain_delivery_app | tool.recommend_actions.completed status=ok duration_ms=13246
